Webmapper code,Webmapper numeric code,ccode,country name,start year,end year,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
cshapes/1542,1542,706,Somalia,1960,2012,,,,,1057,1098,1112,1132,1175,1191,1211,1232,1241,1287,1277,1311,1341,1364,1191,1088,1216,1258,1252,1071,1138,1141,1228,1176,914,1202,1166,1420,1389,1181,1036,1112,1151,1015,1014,1055,1051,1068,1064,1086,1080.537797,1006.267943,905.1352528,907.3898511,910.0574034,916.6153443,919.9510272,895.2637673,867.7419929,857.7581512,847.5813197,835.3474021,847.940553,860.9970537,878.5423479,896.6633225,918.1433814,949.5664314,978.0653493,,
cshapes/1549,1549,520,Nauru,1999,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1470,1470,296,Kiribati,1999,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1517,1517,703,Slovakia,1993,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7763.053384,6605.811486,6158.226929,6250.925129,6611.902882,6976.954597,7445.141527,7761.637077,8089.253911,8084.058906,8187.729616,8465.990586,8845.189971,9256.668162,9712.014411,10343.51249,11190.05414,12346.05966,13037.08612,12376.81881,12877.41463
cshapes/1525,1525,756,Switzerland,1946,2012,8997,9182,9116,8757,9064,9684,9630,9840,10287,10867,11439,11705,11297,11870,12457,13099,13354,13710,14191,14504,14727,15010,15374,16031,16904,17381,17774,18204,18414,17224,17170,17635,17662,18050,18779,18956,18560,18560,19038,19586,19786,19792,20243,20935,21487.19471,21039.62782,20803.53954,20590.81299,20685.44933,20659.51843,20688.71205,21071.98968,21603.49053,21828.10474,22521.38119,22692.35687,22621.66764,22516.48204,22959.64717,23480.64037,24262.43554,25025.24076,25293.20404,24538.1947,25033.23864
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1456,1456,620,Portugal,1946,2012,1928,2071,2046,2057,2086,2168,2161,2298,2393,2475,2564,2659,2672,2794,2956,3119,3330,3504,3718,3992,4164,4481,4873,4987,5473,5871,6355,7063,7048,6517,6814,7166,7340,7733,8044,8114,8280,8255,8089,8306,8641,9185,9868,10372,10826.39889,11303.51013,11416.68043,11138.3601,11178.69519,11613.61835,12000.97625,12460.15033,13012.74447,13465.66499,13922.21738,14127.25925,14170.93849,13980.06958,14138.59742,14191.46506,14343.1628,14631.41793,14583.48904,14118.34418,14279.04752
cshapes/1568,1568,392,Japan,1952,2012,1444,1541,1725,1800,1921,2126,2336,2474,2582,2771,2948,3136,3289,3554,3986,4426,4777,5129,5668,5934,6506,7152,7983,8874,9714,10040,10734,11434,11145,11344,11669,12064,12585,13163,13428,13754,14078,14307,14773,15331,15679,16251,17185,17943,18789.07116,19347.10308,19440.2993,19417.43561,19536.81945,19871.71446,20343.36045,20617.43762,20154.494,20070.39909,20480.95127,20499.90795,20516.84923,20832.99785,21301.17825,21575.02347,21938.17059,22410.06561,22175.12447,20963.2003,21934.90339
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1529,1529,233,Estonia,1991,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,8657,,,,,,,,,,,,,,,,,10819.97298,9798.980475,8587.079387,8053.626385,8050.376821,8700.734872,9333.681181,10535.94651,11352.89121,11413.37353,12610.10697,13498.8175,14488.67747,15722.36289,16832.60289,18443.37492,20436.83221,22108.65485,21432.20073,18493.06972,19031.66121
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1522,1522,442,Luxembourg,1946,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1615,1615,458,Malaysia,1965,2012,,1069,1185,1531,1559,1440,1471,1440,1490,1460,1505,1455,1413,1467,1530,1592,1637,1669,1728,1804,1846,1830,1942,2005,2079,2180,2289,2560,2688,2648,2910,3076,3271,3457,3657,3824,3954,4096,4308,4157,4105,4218,4482,4789,5130.605593,5469.247876,5801.760383,6218.80645,6621.622471,7092.253695,7607.99142,7955.151463,7178.528056,7424.513622,7873.520022,7718.875526,7952.335964,8210.528541,8562.690121,8848.154042,9179.614939,9589.806943,9880.324042,9571.149882,10094.48882
cshapes/1506,1506,792,Turkey,1946,2012,1430,1476,1637,1519,1623,1784,1947,2108,1993,2093,2097,2194,2222,2252,2247,2221,2297,2454,2496,2504,2735,2795,2917,3002,3078,3282,3412,3477,3665,3895,4138,4224,4255,4133,4022,4087,4182,4230,4367,4485,4695,4998,5086,5041,5399.422355,5346.457941,5562.115653,5901.960902,5482.193415,5774.625667,6073.488602,6420.722338,6509.6118,6188.301386,6501.997941,6035.135495,6308.077947,6539.541513,7045.477852,7525.986459,7929.964441,8184.536961,8126.93802,7632.860373,8224.860843
cshapes/1515,1515,646,Rwanda,1962,2012,,,,,547,567,574,584,604,610,620,628,631,652,656,625,695,611,525,548,570,594,618,666,717,705,687,688,700,806,766,779,827,876,952,982,1030,1057,983,1000,1025,983,918,907,877.2859566,823.0751279,859.4159911,757.95867,455.5971563,706.5129211,667.7967606,652.7301481,677.1777524,713.8425747,742.4311225,774.5143902,825.9120405,813.6314228,824.7245587,860.5038949,898.4070628,943.0221058,1020.02118,,
cshapes/1437,1437,388,Jamaica,1962,2012,1649.460709,1512.434062,,,1326.784876,1412.193239,1504.10737,1691.065904,1858.154724,2020.412344,2190.102485,2468.25919,2458.238997,2541.405715,2653.537478,2702.197561,2722.31324,2757.021098,2903.972807,3069.657482,3128.979903,3178.234761,3283.905746,3480.38539,3848.67272,3803.230484,3857.598257,4130.37468,3908.464203,3844.876594,3563.814927,3450.923445,3439.414052,3335.832678,3121.406423,3162.46068,3148.836819,3210.414141,3174.168159,3020.289375,3064.331593,3295.787942,3385.50853,3605.535275,3786.330028,3800.651226,3830.878273,3859.18564,3846.343205,3889.8349,3845.796932,3762.917825,3674.309563,3669.875322,3657.446191,3671.712985,3673.2983,3767.759898,3788.522688,3793.707558,3862.957677,3886.30762,3833.368979,3691.410036,3617.031734
cshapes/1504,1504,422,Lebanon,1946,2012,,,,,2429,2121,2193,2457,2745,2886,2744,2717,2269,2395,2393,2482,2507,2459,2534,2706,2804,2592,2831,2810,2917,3001,3176,3155,3502,3460,3523,3613,3709,3506,3524,3362,3134,3100,3165,3245,3101,2169,1968,1964,1936.390877,2637.627417,2733.410546,2895.568861,3090.908214,3248.61542,3331.040547,3415.552255,3468.6321,3392.661486,3402.660018,3506.859336,3573.149865,3669.866409,3889.515026,3935.794817,3909.995075,4152.335166,4452.734822,,
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1432,1432,372,Ireland,1946,2012,3052,3092,3230,3404,3453,3544,3642,3747,3794,3920,3897,3914,3870,4038,4282,4508,4636,4821,4986,5051,5080,5352,5770,6089,6199,6354,6663,6867,7042,7316,7302,7795,8250,8366,8541,8716,8821,8740,9056,9306,9265,9698,10234,10880,11817.74129,11968.78018,12275.09444,12533.08368,13191.09786,14388.55084,15386.93629,16857.89804,17944.85262,19479.44824,21026.81963,21747.22803,22670.70755,23206.34056,23724.88976,24348.76012,24988.52175,25623.67929,24324.28598,22315.23799,22013.13888
cshapes/1597,1597,434,Libya,1973,2012,,,,,857,925,963,949,915,1115,1314,1325,1410,1470,1830,1936,2473,3212,4366,5378,6107,6545,8395,9043,9115,8252,6979,6664,5379,5515,6540,6945,6991,7565,7272,5648,5234,4968,4397,3953,3586,3380,3303,3232,3087.087015,2825.023505,2636.727543,2453.035618,2363.350016,2321.318227,2381.394904,2466.767654,2321.813435,2291.418256,2312.992992,2390.948058,2366.545375,2446.775584,2508.530014,2702.598168,2817.606021,2960.618621,2993.563377,,
cshapes/1489,1489,204,Benin,1960,2012,,,,,1084,1063,1043,994,1002,982,962,941,956,970,978,987,932,952,993,1020,1032,1016,1029,1033,1027,1006,1065,1061,955,969,983,1010,1013,1063,1128,1156,1242,1152,1206,1257,1246,1190,1189,1128,1136.343833,1153.086788,1162.090854,1147.734595,1146.317709,1165.355238,1192.821199,1221.766537,1237.440583,1254.455056,1284.611852,1305.452868,1339.658492,1348.147925,1346.914791,1341.269004,1348.156581,1368.299566,1393.839378,,
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1550,1550,598,Papua New Guinea,1975,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1443,1443,674,San Marino,1992,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1409,1409,152,Chile,1946,2012,3699.337778,3240.153689,3711.880097,3568.799039,3669.741798,3730.99784,3893.03185,4112.131182,3907.253806,3975.3891,3956.806051,4264.199787,4391.559576,4042.026695,4270.277231,4366.304858,4465.246923,4639.284082,4638.288359,4577.138538,4984.453509,5045.805815,5127.644877,5220.438323,5231.429389,5597.308919,5428.560219,5033.680306,4991.985694,4273.292655,4347.025561,4700.084469,5010.66067,5344.660999,5680.414863,5932.445916,5034.948175,4810.228903,5010.888421,5029.554167,5227.418854,5480.243784,5780.397394,6282.897442,6400.944474,6784.487812,7482.810871,7869.486706,8181.678288,8910.443755,9426.999805,9906.158183,10088.42831,9883.608018,10198.92856,10421.48726,10532.65408,10837.39235,11485.273,12079.8532,12648.00849,13176.05189,13479.08481,13210.08583,13883.18456
cshapes/1457,1457,724,Spain,1946,2012,2179,2198,2186,2155,2189,2386,2558,2528,2696,2778,2978,3046,3150,3050,3072,3436,3800,4151,4515,4762,5060,5334,5588,6032,6319,6618,7099,7661,8149,8346,8599,8833,9023,9068,9203,9186,9293,9478,9571,9722,9998,10520,11046,11582,12054.80858,12327.06172,12412.97867,12258.51197,12528.4742,13132.08999,13423.04352,13912.05806,14483.27403,15093.24859,15723.5687,16118.69693,16319.88388,16553.18715,16822.75066,17144.83906,17551.58552,17848.9431,17734.02915,16928.02262,16797.42747
cshapes/1483,1483,12,Algeria,1962,2012,,,,,1365,1347,1376,1369,1437,1445,1553,1693,1719,1994,2088,1799,1433,1768,1806,1870,1725,1824,1977,2105,2249,2000,2350,2357,2428,2522,2608,2759,3019,3192,3152,3131,3228,3289,3363,3431,3301,3192,3043,3067,2946.865622,2839.856543,2812.582498,2686.412085,2604.329985,2650.755982,2702.260676,2687.202977,2781.524577,2829.099193,2849.066039,2884.6339,2977.439739,3137.919557,3252.727706,3370.146567,3385.771851,3427.711557,3447.419145,3466.542581,3512.580739
cshapes/1561,1561,586,Pakistan,1971,2012,,,,,643,608,596,637,636,635,638,650,643,633,647,669,699,723,758,771,812,820,854,885,952,931,913,954,962,978,1006,1023,1079,1087,1161,1207,1256,1303,1321,1399,1444,1483,1532,1560,1588.162087,1629.468383,1707.565151,1707.834051,1739.041292,1780.24383,1846.455137,1830.971207,1849.954992,1882.472218,1904.1066,1887.495331,1903.988393,1958.580715,2066.462103,2210.948429,2297.481137,2410.407773,2457.323588,2458.569002,2493.542982
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1467,1467,686,Senegal,1960,2012,,,,,1259,1281,1303,1324,1346,1367,1388,1409,1429,1448,1445,1475,1487,1507,1499,1511,1508,1449,1499,1362,1435,1390,1436,1315,1329,1396,1487,1403,1306,1354,1268,1219,1360,1351,1248,1255,1274,1285,1308,1242,1253.901255,1250.817595,1232.858634,1217.243945,1186.460292,1218.476848,1211.630765,1219.000024,1258.436455,1307.116101,1318.095369,1343.445438,1317.496029,1368.802493,1410.728286,1450.742285,1447.076672,1479.059368,1493.667398,1485.129978,1506.857329
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1536,1536,690,Seychelles,1976,2012,,,,,1912,2019,2050,2084,2174,2164,2143,2186,2200,2254,2367,2176,2306,2458,2488,2435,2434,2381,2522,2455,2570,2910,3026,3251,3245,3307,3583,3787,4009,4615,4444,4095,3981,3879,3989,4324,4372,4549,4690,4899,5169.491525,5246.158355,5542.238838,5836.711568,5638.514562,5605.156744,6101.909819,6779.661017,7100.837069,6808.554206,6367.01281,6149.20235,6151.001541,5728.284318,5495.962396,5745.893236,5813.816364,6020.86299,6108.897742,,
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1510,1510,203,Czech Republic,1993,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8895.282123,7865.418878,7817.581938,7814.293033,7984.838584,8464.139762,8858.690318,8792.640507,8780.211739,8936.783834,9320.19361,9616.194599,9828.631183,10203.97831,10693.03292,11420.69242,12229.25105,12939.1098,13350.31225,12734.71342,13096.58577
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1427,1427,308,Grenada,1974,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1586,1586,242,Fiji,1970,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1444,1444,340,Honduras,1946,2012,1281,1333,1331,1311,1313,1344,1356,1421,1300,1293,1354,1372,1370,1360,1398,1386,1416,1417,1438,1507,1538,1568,1603,1559,1556,1562,1563,1581,1745,1732,1851,1979,2103,2128,2062,2031,1929,1852,1859,1874,1824,1868,1899,1911,1857,1853,1904,1980,1886,1899,1912,1953,1958,1871,1912,1912,1915,1953,2025,2101,2191,2280,2323,,
cshapes/1576,1576,764,Thailand,1946,2012,,,,,817,849,869,935,898,945,930,910,914,992,1078,1100,1149,1205,1249,1308,1412,1486,1561,1636,1694,1725,1748,1874,1910,1959,2091,2249,2422,2496,2554,2654,2745,2847,2961,3050,3170,3421,3820,4225,4633.101387,4956.584618,5344.011121,5733.815761,6115.469014,6531.258385,6819.510854,6558.745337,5994.07308,6212.397645,6440.149121,6611.345258,6967.344423,7412.252227,7823.940976,8093.335936,8434.920248,8835.171431,8922.890435,8768.262043,9372.209407
cshapes/1532,1532,554,New Zealand,1946,2012,7161,7846,6929,7521,8456,7653,7796,7856,8743,8725,9000,9045,9185,9630,9465,9745,9731,10132,10418,10879,11362,10682,10545,11511,11189,11576,11850,12424,12879,12489,12648,11989,12034,12284,12347,12884,12996,13184,13666,13664,13880,13891,13816,13869,13687.46339,13374.22335,13373.42153,14031.54395,14551.04778,14909.24714,15144.36517,15407.10715,15477.08033,16202.02373,16518.11579,16933.89158,17485.54434,17880.94913,18298.02547,18705.72369,18926.94024,19268.63599,18875.36208,18843.11385,18886.1612
cshapes/1439,1439,188,Costa Rica,1946,2012,1759,2036,2095,2123,1963,1951,2114,2353,2289,2460,2301,2406,2605,2598,2715,2723,2785,2919,2961,3127,3258,3349,3497,3622,3754,3889,4118,4319,4430,4396,4506,4769,4870,4959,4911,4681,4235,4230,4432,4340,4446,4530,4561,4698,4746.99225,4745.083161,5056.193163,5284.003889,5377.589763,5436.686401,5343.311953,5502.38843,5822.47017,6157.894599,6135.721617,6086.337382,6162.140412,6455.856927,6628.778555,6915.588545,7415.135383,7890.163534,7990.361249,7777.786496,7996.77801
cshapes/1538,1538,440,Lithuania,1991,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,7593,,,,,,,,,,,,,,,,,8663.433329,8155.572183,6425.070535,5398.888588,4884.015828,5129.824313,5403.427182,5813.280318,6262.227649,6199.630991,6972.580923,7457.348968,7994.740217,8848.27449,9532.423293,10307.31353,11145.37454,12273.05451,12666.73492,10817.61261,11003.92912
cshapes/1460,1460,48,Bahrain,1971,2012,,,,,2104,2185,2267,2351,2436,2518,2599,2674,2739,2796,2843,2882,2931,2994,3073,3173,3283,3402,3520,3646,3788,3983,4198,4376,4574,3922,4313,4444,4415,4222,4388,4313,4414,4542,4557,4374,4316,4257,4267,4235,4104.060102,4041.380644,4186.895529,4600.555799,4468.050635,4528.042493,4599.756073,4632.896108,4744.566008,4835.883105,4972.351226,5068.116901,5013.060255,4920.1273,4786.70733,4780.872539,4744.077678,4804.691396,4860.098001,4852.57944,4929.192174
cshapes/1592,1592,548,Vanuatu,1981,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1569,1569,583,Micronesia,1991,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1531,1531,516,Namibia,1990,2012,,,,,2160,2176,2191,2223,2292,2310,2339,2370,2376,2451,2616,2579,2869,3076,3486,3626,3668,3430,3369,3396,3321,3314,3387,3401,3425,3334,3389,3505,3658,3703,3767,3825,3789,3577,3425,3341,3344,3339,3277,3364,3140.961084,3229.042369,3443.538163,3284.466853,3415.069153,3467.187796,3482.532245,3542.750243,3581.447768,3629.719841,3660.529343,3660.279738,3703.322126,3788.890962,3992.233807,4048.105954,4291.537609,4484.231243,4570.853496,,
cshapes/1565,1565,64,Bhutan,1971,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1554,1554,784,United Arab Emirates,1971,2012,,,,,15798,16709,17246,18418,19884,19683,20377,20282,20372,21426,22433,23180,24250,25025,25676,26164,26483,26610,26374,25495,24552,24806,24806,24887,28449,25465,25598,26296,22545,24802,27709,26635,22983,20538,20160,18546,13770,13480,12682,13220,13960.84873,13446.60219,13056.49009,12288.37103,12425.28394,12495.00403,12445.33732,12787.88784,12212.35812,12017.14288,12814.30435,12403.83429,11721.3035,13008.04191,13681.14996,14208.0507,14814.73355,15152.48616,15346.4989,14070.68474,13746.26125
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1578,1578,72,Botswana,1966,2012,,,,,349,355,359,366,372,377,383,388,392,399,403,410,415,422,430,437,473,513,557,601,647,747,956,1123,1300,1223,1381,1358,1537,1613,1765,1858,1921,2144,2300,2387,2485,2619,2937,3216,3303.780132,3360.094359,3353.775395,3310.977904,3320.806201,3366.966908,3457.793745,3589.454897,3704.472611,3844.929495,4084.111259,4210.596327,4338.620884,4429.146043,4488.802057,4480.695782,4619.416583,4728.178102,4768.837652,,
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1593,1593,124,Canada,1948,2012,6931,7088,7065,7064,7291,7533,7833,7984,7699,8201,8652,8607,8534,8676,8753,8833,9277,9566,9999,10473,10946,11078,11479,11912,12050,12562,13072,13838,14205,14316,14902,15223,15680,16170,16176,16472,15779,16076,16836,17582,17862,18348,18993,19108,18872.38851,18262.46377,18146.72469,18309.10769,18941.7684,19237.79771,19330.59662,19961.8229,20612.38735,21563.04068,22487.70819,22686.64559,23155.13657,23406.98027,23952.90863,24484.34465,24967.16721,25300.08386,25262.07114,24361.02142,24941.23563
cshapes/1518,1518,705,Slovenia,1992,2012,,,,,,,2347.463813,2450.859241,2758.335767,2984.872956,2917.859996,3241.875435,3583.654682,3762.24123,4276.138123,4630.463522,4791.075224,5294.159706,5743.939398,5722.685209,5985.595829,6124.969715,6458.753731,7027.002785,7641.208961,8150.3194,8515.679895,8999.37701,9799.6734,10267.89919,10421.82226,11097.84624,11944.51274,12752.20181,12623.20296,12444.4982,12390.47809,12423.8501,12654.04344,12751.89828,13104.72999,12926.10886,12513.24398,12382.68524,11350.55387,10321.61051,9782.469922,10212.92434,10637.65843,11018.77505,11424.20305,12008.39119,12494.61877,13152.45609,13667.28529,14009.78972,14478.85633,14849.96238,15497.07409,16092.70288,16877.81741,18287.8774,18745.07434,17292.74053,17529.42673
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1476,1476,414,Kuwait,1961,2012,,,,,28878,29777,30023,31361,33200,32257,32876,31447,29907,29568,28813,26112,26443,25331,25303,23533,24050,22409,22300,20963,30695,30930,30291,26689,21934,18162,18166,16417,16539,17675,13271,10290,8685,8966,9024,8165,8475,7789,7727,7968,6120.886457,8179.057448,8266.742797,10424.52244,10695.40531,10262.74793,9872.016461,9773.74786,9815.456958,9356.8421,9516.773445,9276.400106,9300.738809,10625.19819,11460.66734,12283.43364,12931.81115,13425.08658,13657.77034,12306.70989,12348.23874
cshapes/1430,1430,659,St. Kitts and Nevis,1983,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1638,1638,688,Serbia,2008,2012,,,,,,,1234.421862,1408.828861,1344.534227,1563.509069,1477.332935,1888.015343,1814.636202,2316.492898,2361.283179,2429.374955,2540.773088,2828.6347,3107.734344,3147.765678,3392.673396,3426.207121,3464.521215,3834.612178,3923.821481,4256.336845,4414.707158,4624.240853,4981.309149,5086.152525,5312.842782,5707.26686,5963.887684,6430.288285,6459.347403,6545.645188,6663.723271,6479.274081,6548.52947,6521.118655,6746.243876,6635.859678,6542.40758,6682.208408,6118.577625,,,4135.014379,4242.524753,4484.348663,4690.628702,5037.735226,5072.999372,4504.823443,4743.579085,4982.402633,5194.76968,5338.492832,5801.839116,6180.810614,6536.900814,7001.020771,7421.082018,7226.719022,7337.158248
cshapes/1564,1564,584,Marshall Is.,1991,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1435,1435,807,Macedonia,1993,2012,,,,,,,1429.706194,1489.785413,1522.282115,1838.964639,1861.519926,2036.013049,2195.113088,2248.897579,2385.387272,2416.755668,2438.468125,2833.706528,3624.380474,3281.015272,3529.898192,3647.515811,3728.509616,4076.093189,4352.791183,4578.608002,4739.554529,4969.099175,5189.340487,5363.348499,5532.265675,5812.056583,6212.426582,6578.420365,6583.75763,6677.155893,6606.264765,6362.660417,6476.177005,6353.020956,6720.767892,6557.671783,6275.870142,6472.071461,5754.646439,5362.089171,4980.257511,4584.12504,4481.87424,4410.370184,4439.686847,4481.159199,4610.581541,4790.056722,4988.122957,4747.154288,4774.325829,4897.312806,5086.798555,5287.009912,5440.028592,5766.802129,6055.142235,5983.746784,6141.002558
cshapes/1563,1563,50,Bangladesh,1971,2012,,,,,540,541,548,547,547,508,551,530,510,526,545,564,550,594,589,608,604,578,619,615,630,586,506,497,547,529,541,529,551,561,549,551,545,559,576,580,592,602,605,606,631.0311733,642.3707571,664.0236171,683.3248935,699.9827616,722.7930549,744.0184299,771.1912533,797.7966734,822.3440386,856.2998783,885.8697337,908.7514867,939.7563729,981.6176907,1022.743769,1072.808455,1123.548989,1174.221962,1223.777388,1276.230779
cshapes/1526,1526,178,Congo,1960,2012,,,,,1198,1222,1245,1267,1290,1313,1334,1356,1378,1399,1416,1430,1444,1458,1472,1486,1527,1569,1610,1653,1696,1786,1882,1981,2084,2191,2141,1909,1824,2043,2324,2725,2857,2913,3008,2787,2519,2460,2389,2402,2380.404951,2363.075912,2351.092312,2254.133069,2062.411586,2080.716408,2105.632374,2039.630055,2058.336907,1934.517752,2004.22624,1989.206126,2039.68207,2005.416705,2022.694593,2119.865638,2190.301659,2099.76404,2159.02136,,
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1500,1500,196,Cyprus,1960,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
