Webmapper code,Webmapper numeric code,ccode,country name,start year,end year,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
cshapes/1559,1559,410,South Korea,1949,2012,,,,,853.8902207,787.0210411,835.2758418,1071.676294,1123.956175,1168.856442,1148.869232,1205.666909,1233.829293,1242.75931,1226.389134,1246.591589,1245.178567,1315.518882,1389.651229,1436.335133,1569.336866,1644.651688,1812.050068,2040.007608,2167.333519,2332.360186,2456.469184,2824.259678,3015.248472,3161.701766,3476.408254,3774.591064,4063.913126,4294.026749,4114.101353,4301.861943,4557.290342,5006.965673,5374.622581,5670.391609,6262.968894,6915.909855,7620.589565,8027.303352,8704.425109,9446.109833,9877.381087,10391.16967,11198.5704,12094.23728,12859.85233,13500.53386,12634.33699,13889.5843,14997.53538,15481.41891,16497.60905,16881.93815,17588.9313,18227.3189,19124.08454,20047.7928,20453.78022,20464.31804,21700.85576
cshapes/1639,1639,840,United States,1946,2012,9197,8886,9065,8944,9561,10116,10316,10613,10359,10897,10914,10920,10631,11230,11328,11402,11905,12242,12773,13419,14134,14330,14863,15179,15030,15304,15944,16689,16491,16284,16975,17567,18373,18789,18577,18856,18325,18920,20123,20717,21236,21788,22499,23059,23200.56031,22832.79005,23284.98188,23640.11258,24312.78896,24637.32986,25263.10165,26074.23942,26893.45086,27869.81203,28701.93432,28726.09432,28976.93019,29458.92251,30199.80086,30841.6455,31357.53959,31654.92675,31251.26649,29898.64422,30491.34438
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1580,1580,174,Comoros,1975,2012,,,,,560,581,587,598,619,625,635,645,649,671,712,703,749,887,932,913,984,999,973,963,1009,1154,1032,889,1055,804,692,624,627,624,643,664,674,683,687,690,690,701,712,694,685.0974982,629.9024992,663.911864,663.996608,610.3496075,643.8528152,616.8080185,624.8556205,611.6432632,605.7787732,580.6859699,576.738977,572.6650072,570.0552053,576.457241,583.6477388,572.775793,559.4468504,549.3491852,,
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1608,1608,156,China,1949,2012,,,,,448,491,538,552,557,577,616,636,690,686,662,553,550,590,645,702,746,707,675,713,778,795,798,838,835,871,853,894,978,1039,1061,1110,1186,1258,1396,1519,1597,1737,1830,1834,1870.930289,1967.182259,2132.175936,2311.822409,2514.660167,2863.484818,2891.98883,3013.350405,2993.193686,3162.233832,3420.865722,3758.931478,4197.145423,4802.843061,5168.708601,5575.372779,6047.562203,6303.024164,6724.7797,7308.203137,8031.944674
cshapes/1523,1523,528,Netherlands,1946,2012,4457,5048,5490,5880,5996,6032,6084,6543,6907,7326,7499,7614,7482,7737,8287,8202,8639,8832,9437,9798,9936,10341,10894,11462,11967,12319,12597,13081,13497,13374,13885,14177,14424,14647,14705,14525,14291,14483,14900,15283,15617,15737,16044,16695,17262.06918,17547.90432,17719.66846,17823.66395,18222.90474,18696.69735,19247.86821,19972.66125,20630.88738,21456.94928,22148.20084,22410.66506,22290.72528,22267.40798,22695.82597,23113.73627,23867.01078,24756.36244,25112.31153,24073.41548,24302.61796
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1577,1577,704,Vietnam,1975,2012,,,,,658,676,694,712,732,750,764,775,785,792,799,812,885,882,895,877,859,731,699,739,735,754,802,836,783,710,809,818,806,795,757,767,811,836,891,923,929,941,976,996,1024.91428,1062.645492,1132.9522,1202.049019,1285.256937,1384.524017,1490.344248,1588.385854,1656.976082,1713.097337,1805.427252,1905.088685,2013.654345,2134.196108,2271.304091,2431.75152,2599.654463,2785.327385,2925.947347,3046.268472,3216.811928
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1607,1607,158,Taiwan,1949,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1534,1534,450,Madagascar,1960,2012,,,,,951,972,992,1012,1032,1052,1072,1092,1112,1132,1125,1126,1129,1096,1116,1088,1087,1123,1174,1192,1226,1246,1202,1144,1139,1126,1063,1061,1006,1075,1054,936,893,875,819,813,795,789,778,785,791.7220772,719.7755221,706.588663,699.9060189,678.7326112,669.524754,663.5439847,667.5625669,673.1114738,684.0977718,694.1801454,714.9365344,608.527607,649.1812795,663.9963816,674.9966082,689.0747112,711.7687316,741.5173116,691.5543692,675.6577325
cshapes/1434,1434,826,United Kingdom,1946,2012,6745.340106,6604.41059,6745.635942,6955.693353,6939.37399,7123.364486,7090.71981,7345.798826,7619.206146,7868.134888,7928.747265,8017.013416,7965.809649,8239.799061,8645.230276,8856.66673,8865.383172,9149.184149,9567.965031,9751.536339,9885.310104,10048.89099,10409.95037,10551.68497,10767.47196,10941.47423,11293.92464,12025.2802,11858.90367,11847.08708,12114.95214,12383.61309,12827.83485,13167.2832,12931.49128,12747.4263,12954.6474,13404.46683,13720.05724,14164.54611,14741.81575,15393.43739,16109.99643,16413.72292,16429.91158,16155.29228,16133.4947,16458.29616,17117.94169,17585.5274,18044.00318,19115.07246,19724.08541,20269.48154,21045.72002,21567.35403,22008.00623,22762.76505,23306.55958,23810.43167,24285.28265,25002.1191,24602.13363,23489.35501,23777.15576
cshapes/1498,1498,380,Italy,1946,2012,2161.679895,2555.551323,2735.258562,2948.366982,3171.70207,3450.709971,3590.602717,3829.820934,3947.212343,4189.735516,4368.007908,4590.974041,4822.883142,5130.814035,5456.190048,5852.674923,6203.007071,6531.859976,6727.938954,6963.939321,7366.023312,7872.31376,8382.405286,8879.374047,9366.59635,9489.247578,9795.126256,10413.54967,10913.87795,10618.98248,11307.66354,11541.91781,11869.49023,12532.28817,12927.018,13018.32219,13064.01326,13208.59719,13634.09493,14009.77272,14408.10528,14867.91937,15484.70301,15996.87735,16313.12751,16562.94803,16634.00746,16440.83835,16761.73957,17216.59527,17378.12044,17675.65493,17908.53959,18140.51642,18761.3716,19062.43992,19100.47105,19006.70849,19210.5197,19283.73317,19629.60635,19841.53867,19460.49585,18278.62558,18520.42512
cshapes/1571,1571,585,Palau,1994,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1553,1553,51,Armenia,1991,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,6152,,,,,,,,,,,,,,,,,6065.837869,5262.820438,3116.59015,2971.060506,3237.162078,3524.887984,3738.15695,3867.855508,4165.177181,4302.921624,4564.18608,5025.092565,5807.805377,6649.989506,7371.516635,8417.436052,9549.273108,10879.47437,11647.33762,10004.59724,10215.01955
cshapes/1492,1492,562,Niger,1960,2012,,,,,617,630,642,654,667,679,692,704,717,729,761,777,841,905,888,935,904,889,877,832,839,867,804,652,693,659,648,682,756,791,810,801,772,740,600,596,608,572,589,574,546.9456357,544.4451188,494.183096,486.3244932,490.4591313,443.5422123,451.0650477,439.1940745,479.2910058,468.3320955,441.2268786,460.6442042,468.6935777,484.4517487,463.6886699,484.997248,494.91298,492.3886882,520.7162756,498.1524998,519.461839
cshapes/1418,1418,604,Peru,1946,2012,2005.049088,2026.751241,2058.56833,2176.619568,2307.631838,2425.698295,2487.384278,2578.5644,2582.810465,2702.992562,2751.294231,2809.503504,2742.984239,2682.494978,2969.086698,3142.158062,3280.559121,3334.441796,3465.159061,3593.958473,3788.35916,3830.550106,3685.476114,3676.48549,3854.223516,3915.818489,3929.643776,4022.842728,4119.337631,4325.977121,4270.606187,4156.947371,4049.06692,4180.79758,4262.834905,4342.375509,4247.124856,3594.104674,3675.661459,3666.066282,3946.008562,4192.209073,3766.441333,3237.01007,3008.287037,3028.228592,2952.726822,3029.957422,3351.227492,3572.673534,3598.829886,3782.662138,3699.835546,3679.949573,3736.817805,3695.381389,3831.403056,3936.927389,4084.059556,4313.149559,4595.636714,4949.587582,5375.591721,5364.624918,5773.59548
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1503,1503,300,Greece,1946,2012,1386,1763,1798,1869,1915,2062,2053,2309,2358,2514,2706,2859,2963,3040,3146,3393,3499,3841,4141,4509,4749,4951,5266,5766,6211,6624,7400,7655,7350,7722,8105,8255,8695,8904,8971,8896,8879,8866,9067,9316,9440,9375,9784,10111,10015.40041,10203.71032,10200.9495,9982.078397,10136.00413,10321.40033,10542.77241,10902.40012,11250.16278,11616.43106,12110.84552,12592.43379,12998.09692,13742.04848,14313.17874,14610.99983,15392.44353,15826.62341,15777.51002,15243.98483,14690.73316
cshapes/1452,1452,462,Maldives,1965,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1461,1461,364,Iran,1946,2012,,,,,1720,1674,1629,1588,1546,1504,1594,1767,1918,2024,2156,2272,2250,2426,2526,2753,2940,3176,3550,3897,4189,4577,5174,5462,5778,5883,6691,6402,5464,4817,3974,3693,4100,4459,4361,4299,3754,3584,3293,3327,3526.089256,3812.914513,3859.304296,3750.958159,3716.563533,3770.184939,3982.17805,4059.234779,4113.68326,4140.655039,4301.116077,4401.206278,4709.419725,5050.99288,5310.340488,5492.781617,5762.079371,6053.746138,6013.001898,6172.968465,6455.866194
cshapes/1431,1431,352,Iceland,1946,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1426,1426,212,Dominica,1978,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1458,1458,854,Burkina Faso,1960,2012,,,,,474,487,500,512,526,539,554,568,583,598,609,630,665,652,662,682,679,731,746,752,745,765,786,735,710,670,652,684,746,736,731,744,742,715,708,780,878,838,880,842,807.0766316,851.6347016,825.6513452,826.2359678,807.9796043,825.5186927,887.9863173,915.2094793,952.2694894,979.928394,977.1336109,1002.635522,1000.918557,1039.407932,1052.699604,1108.882478,1142.101003,1152.475777,1182.091539,1179.884963,1234.090289
cshapes/1519,1519,56,Belgium,1946,2012,4574,4800,5024,5193,5462,5747,5668,5818,6029,6280,6422,6495,6442,6608,6952,7253,7583,7862,8341,8559,8776,9072,9416,10018,10611,10970,11503,12170,12643,12441,13122,13190,13554,13861,14467,14279,14474,14474,14833,14977,15195,15541,16252,16744,17196.97752,17450.63067,17645.19761,17406.49234,17901.6676,18269.83317,18487.35673,19138.65972,19474.91101,20127.57653,20809.35869,20920.25112,21162.97468,21294.78977,21954.94807,22304.69039,22867.0218,23496.54213,23701.29614,23020.27205,23556.8231
cshapes/1484,1484,20,Andorra,1993,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1407,1407,68,Bolivia,1946,2012,1700.312175,1710.219479,1727.118644,1743.297587,1919.358734,2012.631093,2030.64875,1800.019559,1798.82239,1853.423417,1705.920882,1613.767997,1615.90297,1575.184926,1606.255895,1603.002976,1654.18354,1720.39818,1761.924004,1805.717934,1891.027542,1962.053276,2078.728332,2119.61125,2176.374954,2204.421234,2260.466347,2356.876385,2418.144213,2515.914728,2647.029387,2691.095329,2714.510295,2651.595716,2571.996608,2547.05671,2394.091408,2249.263347,2234.03247,2180.815797,2074.039743,2088.568765,2124.407385,2138.363899,2197.477905,2259.057444,2242.299574,2284.705586,2338.151663,2394.4178,2445.935974,2513.487067,2584.89356,2542.020744,2551.861478,2541.382381,2551.181213,2567.288217,2621.243102,2683.750802,2758.741625,2830.728819,2949.908658,2994.66919,3064.279984
cshapes/1548,1548,36,Australia,1946,2012,6595,6664,6967,7237,7412,7507,7418,7505,7791,8027,8108,8090,8305,8628,8791,8653,9027,9400,9849,10152,10241,10733,11148,11561,12024,12290,12404,12878,12985,13170,13559,13546,13769,14320,14412,14660,14412,14239,15062,15638,15757,16293,16752,17194,17172.68224,16743.32399,16988.87401,17478.18521,18145.56849,18529.55821,19075.08248,19612.09177,20377.94976,20970.89429,21377.82313,21662.02567,22236.93527,22666.27779,23322.00788,23764.61369,24097.57345,24911.57787,25218.30189,25255.63884,25584.48836
cshapes/1459,1459,492,Monaco,1993,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1513,1513,348,Hungary,1946,2012,1721,1774,2200,2354,2480,2695,2762,2786,2850,3070,2906,3169,3367,3484,3649,3816,3962,4168,4388,4410,4646,4894,4934,5062,5028,5238,5336,5596,5716,5805,5791,6126,6253,6251,6306,6351,6583,6525,6710,6557,6699,6814,7031,6903,6458.809782,5676.131801,5510.026437,5506.400272,5687.114616,5780.662224,5802.102483,6000.946278,6263.239677,6481.813597,6771.783594,7035.298368,7364.785944,7664.11679,8047.233041,8378.728765,8715.09625,8735.562171,8825.764834,8236.675304,8352.683155
cshapes/1528,1528,112,Belarus,1991,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,5233,,,,,,,,,,,,,,,,,7194.294677,7091.330246,6393.391558,5896.978843,5214.158953,4684.558997,4830.841501,5404.983074,5882.776852,6102.636076,6475.26647,6804.255783,7177.060984,7717.82633,8642.733145,9506.167024,10502.3627,11438.89429,12638.33437,12678.31063,13658.55457
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1436,1436,332,Haiti,1946,2012,1042,1048,1046,1046,1051,1050,1091,1039,1105,1042,1113,1028,1088,1017,1062,999,1073,983,941,931,907,870,886,896,919,969,995,1025,1075,1035,1107,1096,1132,1196,1268,1213,1152,1141,1123,1104,1082,1052,1039,1028,1005,988,836,801,719,740,755,760,762,769,761,740,722,711,673,672,679,689,686,,
cshapes/1575,1575,104,Myanmar,1948,2012,,,,,396,446,449,454,419,467,490,510,488,555,564,567,606,613,612,617,580,586,612,626,642,650,642,628,648,663,692,720,756,778,828,859,889,910,936,945,919,867,757,774,785.7197462,767.0299519,828.8315784,865.5085724,913.4399328,959.6663546,1004.760303,1046.11896,1090.08369,1192.052231,1337.126672,1468.924838,1624.131253,1825.409519,2047.398362,2297.167751,2568.15625,2843.314358,3106.554741,3396.957171,3708.939177
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1469,1469,262,Djibouti,1977,2012,,,,,1500,1546,1554,1575,1622,1632,1651,1668,1665,1711,1771,1783,1759,1774,1758,1754,1761,1758,1746,1742,2069,2142,2150,2185,2080,2065,2154,1794,1724,1687,1661,1674,1676,1643,1802,1758,1717,1677,1597,1502,1447.739341,1419.540705,1383.772998,1299.027348,1256.992955,1194.530078,1121.783636,1103.113604,1091.894401,1106.664134,1102.54351,1105.583195,1110.823037,1124.406624,1130.86314,1143.269499,1173.617249,1208.765971,1254.392844,,
cshapes/1462,1462,324,Guinea,1958,2012,,,,,303,317,322,329,343,349,357,363,368,383,392,411,433,403,421,442,443,448,453,458,465,470,471,482,506,517,556,557,561,551,558,550,549,544,535,519,516,519,537,545,540.0058708,516.3387142,514.9182526,525.5743283,529.8890316,537.0888816,545.7329539,566.4185788,584.9538241,593.2991048,591.4677514,610.1991654,616.4099309,607.0443644,608.4499306,614.2851056,616.6453147,613.1118788,627.6443534,,
cshapes/1570,1570,408,North Korea,1948,2012,,,,,853.8570858,708.9837717,752.9196362,965.9816643,1012.97218,1053.914468,1036.010242,1086.981815,1111.906685,1119.935103,1104.99428,1123.990877,1121.960772,1186.046914,1253.048369,1294.997258,1414.993304,1482.99807,1632.965322,1838.975929,1954.010314,2522.106635,2560.948705,2824.310773,2840.892963,2840.967343,2840.921643,2840.924405,2841.029548,2840.924948,2841.06945,2841.001914,2841.079408,2840.999465,2841.009013,2840.961355,2840.917414,2841.056593,2840.978753,2841.032898,2841.06548,2841.007597,2577.858785,2541.303417,1850.441147,1521.223737,1253.866814,1175.988229,1185.105343,1199.407376,1190.30543,1177.497871,1165.70751,1155.798538,1147.612691,1140.163636,1133.373677,1127.18243,1121.631323,,
cshapes/1481,1481,643,Russia,1991,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,6582,,,,,,,,,,,,,,,,,7778.716387,7373.529931,6298.196059,5748.531187,5013.974312,4803.999269,4635.70545,4706.804064,4461.810214,4759.830531,5260.95947,5555.996646,5851.726985,6313.039019,6800.699624,7268.675928,7893.474367,8584.899925,9038.485524,8328.212679,8660.219749
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1480,1480,578,Norway,1946,2012,4335,4864,5144,5227,5430,5670,5814,5985,6226,6301,6575,6711,6652,6874,7204,7595,7746,7982,8316,8690,8945,9423,9551,9899,10027,10472,10922,11324,11726,12271,12930,13425,13840,14411,15076,15169,15145,15636,16513,17320,17882,18164,18059,18157,18466.01022,18951.36247,19506.31771,19930.8412,20818.4862,21578.25469,22563.88544,23649.02047,24135.28037,24455.05648,25087.59906,25457.66301,25723.89259,25863.90438,26775.76204,27358.44887,27921.17454,28555.95482,28464.30801,27893.19907,27987.20145
cshapes/1543,1543,144,Sri Lanka,1948,2012,1050,1073,1159,1199,1253,1293,1313,1299,1296,1337,1312,1297,1301,1285,1295,1286,1297,1291,1320,1329,1284,1368,1437,1461,1499,1457,1460,1492,1517,1527,1546,1620,1690,1766,1830,1913,1977,2050,2125,2186,2263,2252,2279,2307,2423.772306,2519.45006,2599.279201,2739.880565,2852.142177,2970.887102,3046.892127,3204.964633,3320.668577,3421.497339,3578.78931,3489.12323,3587.939245,3756.717209,3916.586535,4125.986081,4396.872369,4650.713902,4882.224755,5011.014513,5360.162536
cshapes/1582,1582,508,Mozambique,1975,2012,,,,,1133,1155,1178,1199,1207,1259,1242,1246,1280,1323,1327,1337,1400,1321,1349,1351,1364,1425,1549,1693,1743,1816,1823,1873,1684,1404,1295,1263,1235,1215,1220,1217,1162,1063,1022,920,928,980,1067,1114,1113.56113,1166.903473,1089.443462,1144.481712,1128.803582,1085.213895,1207.953557,1307.675134,1427.706725,1513.246455,1503.019121,1650.594518,1764.046837,1838.074211,1940.392817,2057.932528,2188.291506,2296.448607,2399.486578,2495.316514,2613.026676
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1650,1650,729,Sudan,2011,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1556,1556,417,Kyrgyzstan,1991,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,3727,,,,,,,,,,,,,,,,,3602.290022,3272.274333,2790.712543,2364.099462,1892.329948,1772.36343,1871.419339,2028.830521,2043.396723,2089.283021,2178.562252,2276.188186,2258.94309,2396.061986,2537.255357,2507.92959,2561.681526,2757.883304,2965.256004,3016.971028,2947.242038
cshapes/1445,1445,804,Ukraine,1991,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,4924,,,,,,,,,,,,,,,,,6026.700099,5491.081735,4931.686243,4228.929837,3274.761553,2898.788149,2629.956354,2573.792621,2545.503697,2564.62705,2742.289352,3026.206059,3214.964068,3552.246518,4014.231997,4154.00606,4491.686474,4881.960988,5027.617809,4313.175887,4524.212694
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1546,1546,626,Timor Leste,2002,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1527,1527,180,"Congo, DRC",1960,2012,,,,,570,624,668,693,720,734,768,776,738,747,748,653,767,783,747,738,768,738,746,792,768,795,775,819,823,761,697,681,623,603,598,596,577,570,585,570,579,576,561,540,510.1996391,451.3942648,391.3063272,327.310236,303.9097627,293.5754035,284.3393781,265.5948343,255.3766265,237.0677961,214.1647649,203.4133202,204.2569568,210.0465026,217.7640233,227.9619402,233.662755,241.2136785,248.9721943,249.1461725,260.0030947
cshapes/1479,1479,398,Kazakhstan,1991,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,7625,,,,,,,,,,,,,,,,,7457.862573,6587.551127,6215.455984,5664.415614,5021.8047,4686.862502,4754.774363,4891.08396,4862.241837,5035.261221,5536.551504,6264.145633,6849.655275,7448.790583,8109.691421,8822.363349,9669.759208,10417.70178,10638.79913,10630.07146,11258.1654
cshapes/1507,1507,634,Qatar,1971,2012,,,,,30387,30523,30107,30919,32302,31137,31762,31351,31394,32896,32810,30437,29049,28176,26466,25785,31782,34860,36393,35280,32573,37473,39157,42916,36132,34421,34611,28858,29531,28737,28771,23405,18222,14521,12769,10388,8081,8042,7837,7614,7343.151099,6913.353257,7236.649061,6971.441321,6885.081635,6921.588808,7233.063083,8904.429897,9194.700674,9210.774851,9724.119085,9852.926282,9706.37957,9867.479267,10352.49741,9445.119271,10348.72787,10781.85968,11346.99708,11484.21561,12228.58838
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1478,1478,400,Jordan,1946,2012,,,,,1663,1695,1726,1757,1787,1625,2139,2104,2220,2287,2330,2685,2620,2649,2981,3183,3137,3059,2674,2773,2395,2366,2355,2388,2506,2583,3096,3182,3718,3919,4480,4502,4643,4556,4767,4754,5002,4963,4750,4103,3792.400484,3462.993931,3718.866817,3772.271309,3865.703219,4015.071919,3997.626153,4032.921538,4061.785699,4107.880075,4188.624187,4311.66932,4459.967724,4542.705408,4821.406743,5097.795604,5145.450461,5213.359003,5466.899188,5640.749189,5646.672137
cshapes/1441,1441,222,El Salvador,1946,2012,1095,1362,1707,1525,1489,1480,1550,1616,1589,1624,1701,1740,1725,1748,1764,1769,1920,1941,2058,2101,2172,2216,2210,2206,2187,2222,2298,2342,2436,2504,2532,2613,2715,2605,2354,2186,2084,2076,2091,2105,2089,2105,2106,2092,2119,2142,2259,2362,2459,2563,2561,2620,2668,2706,2714,2709,2719,2731,2733,2768,2835,2917,2940,,
cshapes/1471,1471,232,Eritrea,1993,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1545,1545,860,Uzbekistan,1991,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,5097,,,,,,,,,,,,,,,,,4260.496834,4140.687778,3589.007885,3424.459404,3178.024709,3086.139343,3077.692318,3179.828449,3263.409246,3354.238652,3434.388309,3532.010232,3626.984297,3736.303072,3970.634512,4205.069763,4474.829235,4851.297016,5236.523321,5607.166752,6027.069994
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1516,1516,894,Zambia,1964,2012,,,,,661,688,715,743,772,736,803,817,776,915,960,938,905,902,996,1147,1056,1107,1092,1056,1073,1042,1105,1062,1114,1041,1071,990,967,910,911,936,877,828,796,784,762,755,777,762,806.2474147,778.9116932,773.4010073,752.4368273,635.6229299,602.1362328,627.6836502,630.4407706,601.7004234,598.3340823,601.6444256,612.6382181,616.5487173,632.4973112,650.5411234,668.1623219,691.1682135,714.2593927,734.2203085,760.2574598,795.3688777
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1616,1616,702,Singapore,1965,2012,,,,,2615,2587,2027,2445,2471,2291,2677,2405,2393,2402,2310,2422,2520,2701,2541,2667,2891,3163,3540,3965,4439,4904,5460,5977,6276,6430,6797,7224,7752,8362,9058,9450,9654,10298,10938,10710,10900,11743,12718,13475,14220.07811,14638.26804,15167.15244,16383.75716,17572.98616,18310.08108,19159.70963,20231.11551,19286.96284,19983.13275,21263.31113,20482.75804,20786.41786,21196.7877,22584.6922,23683.23223,25169.52792,26783.06567,26638.21515,25825.73721,29037.56145
